names,edhrec
Scalding Tongs,8
Scroll Rack,8128
Squee's Toy,159
Static Orb,3856
Telethopter,18
Thumbscrews,15
Torture Chamber,65
Watchdog,36
Ancient Tomb,39307
Caldera Lake,421
Cinder Marsh,140
Ghost Town,1650
Maze of Shadows,59
Mogg Hollows,74
Pine Barrens,273
Reflecting Pool,29348
Rootwater Depths,114
Salt Flats,315
Scabland,271
Skyshroud Forest,302
Thalakos Lowlands,91
Vec Townships,106
Wasteland,13204
