names,edhrec
Flailing Soldier,19
Flaming Sword,37
Furious Assault,44
Gerrard's Irregulars,3
Hammer Mage,326
Hired Giant,45
Kris Mage,11
Kyren Glider,15
Kyren Legate,20
Kyren Negotiations,508
Kyren Sniper,24
Lava Runner,18
Lightning Hounds,19
Lithophage,3
Lunge,6
Magistrate's Veto,16
Mercadia's Downfall,139
Ogre Taskmaster,5
Pulverize,44
Puppet's Verdict,747
Robber Fly,29
Rock Badger,2
Seismic Mage,77
Shock Troops,7
Sizzle,552
"Squee, Goblin Nabob",4022
Tectonic Break,494
Territorial Dispute,18
Thieves' Auction,1329
Thunderclap,126
Tremor,61
Two-Headed Dragon,155
Uphill Battle,148
Volcanic Wind,53
War Cadence,929
Warmonger,118
Warpath,8
Wild Jhovall,1
Word of Blasting,3
Ancestral Mask,3640
Bifurcate,42
Boa Constrictor,16
Briar Patch,150
Caller of the Hunt,123
Caustic Wasps,150
Clear the Land,150
Collective Unconscious,2979
Dawnstrider,328
Deadly Insect,20
Deepwood Drummer,16
Deepwood Elder,27
Deepwood Tantiv,0
Deepwood Wolverine,5
Desert Twister,1009
Erithizon,3
Ferocity,106
Food Chain,2443
Foster,274
Game Preserve,37
Giant Caterpillar,18
Groundskeeper,1308
Horned Troll,16
Howling Wolf,12
Hunted Wumpus,398
Invigorate,1552
Land Grant,276
Ley Line,42
Lumbering Satyr,79
Megatherium,3
Natural Affinity,690
Pangosaur,8
Revive,748
Rushwood Dryad,28
Rushwood Elemental,47
Rushwood Herbalist,19
Rushwood Legate,15
Saber Ants,366
Sacred Prey,12
Silverglade Elemental,228
Silverglade Pathfinder,276
Snake Pit,337
Snorting Gahr,7
Spidersilk Armor,1477
Spontaneous Generation,341
Squall,3
Squallmonger,86
Stamina,28
Sustenance,21
Tiger Claws,63
Venomous Breath,13
Venomous Dragonfly,16
Vernal Equinox,389
Vine Dryad,25
Vine Trellis,1836
Assembly Hall,17
Barbed Wire,70
Bargaining Table,73
Credit Voucher,442
Crenellated Wall,461
Crooked Scales,356
Crumbling Sanctuary,122
Distorting Lens,402
Eye of Ramos,549
General's Regalia,99
Heart of Ramos,647
Henge Guardian,30
Horn of Plenty,132
Horn of Ramos,99
Iron Lance,7
Jeweled Torque,9
Kyren Archive,13
Kyren Toy,172
Magistrate's Scepter,1323
Mercadian Atlas,120
Mercadian Lift,25
Monkey Cage,88
Panacea,15
Power Matrix,332
Puffer Extract,17
Rishadan Pawnshop,81
Skull of Ramos,309
Tooth of Ramos,273
Toymaker,56
Worry Beads,73
Dust Bowl,3255
Fountain of Cho,174
Henge of Ramos,58
Hickory Woodlot,1186
High Market,18343
Mercadian Bazaar,224
Peat Bog,1210
Remote Farm,461
Rishadan Port,975
Rushwood Grove,291
Sandstone Needle,887
Saprazzan Cove,334
Saprazzan Skerry,864
Subterranean Hangar,264
Tower of the Magistrate,642
