names,edhrec
Nightshade Stinger,94
Oona's Prowler,187
Peppersmoke,119
Profane Command,4273
Prowess of the Fair,282
Quill-Slinger Boggart,2
Scarred Vinebreeder,11
Shriekmaw,14243
Skeletal Changeling,781
Spiderwig Boggart,20
Squeaking Pie Sneak,9
Thieving Sprite,293
Thorntooth Witch,223
Thoughtseize,2872
Warren Pilferers,83
Weed Strangle,23
Adder-Staff Boggart,23
Ashling the Pilgrim,601
Ashling's Prerogative,635
Axegrinder Giant,26
Blades of Velis Vel,296
Blind-Spot Giant,29
Boggart Forager,39
Boggart Shenanigans,2047
Boggart Sprite-Chaser,2
Caterwauling Boggart,723
Ceaseless Searblades,26
Chandra Nalaar,681
Changeling Berserker,1012
Consuming Bonfire,15
Crush Underfoot,128
Faultgrinder,192
Fire-Belly Changeling,594
Flamekin Bladewhirl,28
Flamekin Brawler,44
Flamekin Harbinger,1566
Flamekin Spitfire,27
Giant Harbinger,275
Giant's Ire,54
Glarewielder,48
Goatnapper,30
Hamletback Goliath,1923
Hearthcage Giant,97
Heat Shimmer,1567
Hostility,412
Hurly-Burly,33
Incandescent Soulstoke,1461
Incendiary Command,3749
Ingot Chewer,3066
Inner-Flame Acolyte,48
Inner-Flame Igniter,101
Lash Out,41
Lowland Oaf,6
Mudbutton Torchrunner,166
Needle Drop,246
Nova Chaser,249
Rebellion of the Flamekin,7
Smokebraider,1533
Soulbright Flamekin,933
Stinkdrinker Daredevil,384
Sunrise Sovereign,449
Tar Pitcher,72
Tarfire,377
Thundercloud Shaman,364
Wild Ricochet,6525
Battlewand Oak,257
Bog-Strider Ash,25
Briarhorn,162
Changeling Titan,1253
Cloudcrown Oak,126
Cloudthresher,909
Dauntless Dourbark,382
Elvish Branchbender,231
Elvish Eulogist,138
Elvish Handservant,11
Elvish Harbinger,3720
Elvish Promenade,2171
Epic Proportions,598
Eyes of the Wisent,129
Fertile Ground,7856
Fistful of Force,21
Garruk Wildspeaker,7360
Gilt-Leaf Ambush,206
Gilt-Leaf Seer,328
Guardian of Cloverdell,64
Heal the Scars,47
Hunt Down,8
Immaculate Magistrate,2961
Imperious Perfect,4487
Incremental Growth,491
Jagged-Scar Archers,1596
Kithkin Daggerdare,26
Kithkin Mourncaller,55
Lace with Moonglove,112
Lammastide Weave,13
Leaf Gilder,1026
Lignify,3937
Lys Alana Huntmaster,3523
Masked Admirers,1264
Nath's Elite,45
Oakgnarl Warrior,123
Primal Command,4653
Rootgrapple,296
Seedguide Ash,875
Spring Cleaning,187
Sylvan Echoes,12
Timber Protector,732
Treefolk Harbinger,970
Vigor,8733
Warren-Scourge Elf,4
Woodland Changeling,1397
Woodland Guidance,98
Wren's Run Packmaster,1119
Wren's Run Vanquisher,197
Brion Stoutarm,837
"Doran, the Siege Tower",268
Gaddock Teeg,2654
Horde of Notions,309
Nath of the Gilt-Leaf,975
"Sygg, River Guide",210
"Wort, Boggart Auntie",378
"Wydwen, the Biting Gale",412
Colfenor's Urn,597
Deathrender,1581
Dolmen Gate,1690
Herbal Poultice,550
Moonglove Extract,70
Rings of Brighthearth,7393
Runed Stalactite,361
Springleaf Drum,2913
Thorn of Amethyst,2020
Thousand-Year Elixir,9941
Twinning Glass,38
Wanderer's Twig,1244
Ancient Amphitheater,1215
Auntie's Hovel,521
Gilt-Leaf Palace,621
Howltooth Hollow,233
Mosswort Bridge,20887
Secluded Glen,528
Shelldock Isle,229
Spinerock Knoll,7853
Vivid Crag,12126
Vivid Creek,15657
Vivid Grove,13954
Vivid Marsh,13878
Vivid Meadow,12481
Wanderwine Hub,393
Windbrisk Heights,6163
