names,edhrec
Fate Transfer,143
Ghastlord of Fugue,482
Glen Elendra Liege,1364
Gravelgill Axeshark,8
Gravelgill Duo,37
Helm of the Ghastlord,540
Inkfathom Infiltrator,578
Inkfathom Witch,578
Memory Plunder,3311
Memory Sluice,110
Merrow Grimeblotter,13
"Oona, Queen of the Fae",1513
Oona's Gatewarden,87
River's Grasp,33
Scarscale Ritual,49
"Sygg, River Cutthroat",820
Torpor Dust,1
Wanderbrine Rootcutters,7
Wasp Lancer,71
Ashenmoor Gouger,41
Ashenmoor Liege,485
Cultbrand Cinder,25
Demigod of Revenge,84
Din of the Fireherd,167
Emberstrike Duo,21
Everlasting Torment,1203
Fists of the Demigod,445
Fulminator Mage,498
Grief Tyrant,158
Kulrath Knight,964
Manaforge Cinder,137
Murderous Redcap,3401
Poison the Well,25
Scar,124
Sootstoke Kindler,50
Sootwalkers,9
Spiteflame Witch,53
Spiteful Visions,2785
Torrent of Souls,911
Traitor's Roar,19
Tyrannize,55
Boartusk Liege,546
Boggart Ram-Gang,68
Deus of Calamity,852
Firespout,217
Fossil Find,31
Giantbaiting,47
Guttural Response,743
Impromptu Raid,106
Loamdragger Giant,10
Manamorphose,1253
Morselhoarder,139
Mudbrawler Raiders,1
Rosheen Meanderer,457
Runes of the Deus,862
Scuzzback Marauders,271
Scuzzback Scrapper,59
Tattermunge Duo,10
Tattermunge Maniac,50
Tattermunge Witch,105
Valleymaker,34
Vexing Shusher,3061
"Wort, the Raidmother",963
Barkshell Blessing,13
Dawnglow Infusion,93
Elvish Hexhunter,184
Fracturing Gust,537
Heartmender,132
Kitchen Finks,1251
Medicine Runner,30
Mercy Killing,539
Old Ghastbark,58
Oracle of Nectars,104
Oversoul of Dusk,271
Raven's Run Dragoon,10
Reknit,17
Rhys the Redeemed,1861
Safehold Duo,13
Safehold Elite,296
Safewright Quest,307
Seedcradle Witch,75
Shield of the Oversoul,3533
Wheel of Sun and Moon,551
Wilt-Leaf Cavaliers,55
Wilt-Leaf Liege,1362
Blazethorn Scarecrow,297
Blight Sickle,318
Cauldron of Souls,4650
Chainbreaker,565
Elsewhere Flask,679
Gnarled Effigy,87
Grim Poppet,1067
Heap Doll,1042
Illuminated Folio,113
Lockjaw Snapper,836
Lurebound Scarecrow,363
Painter's Servant,976
Pili-Pala,3823
Rattleblaze Scarecrow,392
Reaper King,415
Revelsong Horn,19
Scrapbasket,303
Scuttlemutt,1973
Tatterkite,509
Thornwatch Scarecrow,280
Trip Noose,68
Umbral Mantle,4895
Watchwing Scarecrow,393
Wicker Warcrawler,231
Wingrattle Scarecrow,822
Fire-Lit Thicket,4341
Graven Cairns,11576
Leechridden Swamp,2575
Madblind Mountain,803
Mistveil Plains,7515
Moonring Island,695
Mystic Gate,5833
Reflecting Pool,29348
Sapseep Forest,540
Sunken Ruins,7212
Wooded Bastion,5262
