names,edhrec
Lion's Eye Diamond,3748
Mana Prism,146
Mangara's Tome,69
Marble Diamond,6447
Misers' Cage,110
Moss Diamond,1522
Patagia Golem,7
Paupers' Cage,131
Phyrexian Dreadnought,987
Phyrexian Vault,294
Razor Pendulum,7
Sand Golem,9
Sky Diamond,8316
Teeka's Dragon,69
Telim'Tor's Darts,5
Unerring Sling,8
Ventifact Bottle,43
Bad River,3368
Crystal Vein,5568
Flood Plain,3726
Grasslands,5934
Mountain Valley,5575
Rocky Tar Pit,6824
Teferi's Isle,274
