names,edhrec
Hunding Gjornersen,8
Jacques le Vert,11
Jasmine Boreal,14
Jedit Ojanen,11
Jerrard of the Closed Fist,10
Johan,41
Kasimir the Lone Wolf,13
Kei Takahashi,12
Lady Caleria,17
Lady Evangela,17
Lady Orca,10
Livonya Silone,12
Lord Magnus,9
Marhault Elsdragon,19
Nebuchadnezzar,30
Nicol Bolas,1644
Palladia-Mors,58
Pavel Maliki,5
Princess Lucrezia,11
Ragnar,21
Ramirez DePietro,45
Ramses Overdark,21
Rasputin Dreamweaver,45
Riven Turnbull,11
Rohgahh of Kher Keep,9
Rubinia Soulsinger,387
Sir Shandlar of Eberyn,16
Sivitri Scarzam,12
Sol'kanar the Swamp King,53
Stangg,70
Sunastian Falconer,16
Tetsuo Umezawa,38
The Lady of the Mountain,11
Tobias Andrion,10
Tor Wauki,19
Torsten Von Ursus,20
Tuknir Deathlock,9
Ur-Drago,7
Vaevictis Asmadi,64
Xira Arien,55
Al-abara's Carpet,12
Alchor's Tomb,14
Arena of the Ancients,236
Black Mana Battery,65
Blue Mana Battery,69
Bronze Horse,9
Forethought Amulet,7
Gauntlets of Chaos,61
Green Mana Battery,30
Horn of Deafening,33
Knowledge Vault,6
Kry Shield,0
Life Chisel,70
Life Matrix,7
Mana Matrix,64
Marble Priest,1
Mirror Universe,90
North Star,7
Nova Pentacle,22
Planar Gate,106
Red Mana Battery,65
Ring of Immortals,15
Sentinel,54
Serpent Generator,206
Sword of the Ages,26
Triassic Egg,83
Voodoo Doll,7
White Mana Battery,35
Adventurers' Guildhouse,77
Cathedral of Serra,83
Hammerheim,257
Karakas,2
Mountain Stronghold,37
Pendelhaven,1998
Seafarer's Quay,30
The Tabernacle at Pendrell Vale,1237
Tolaria,115
Unholy Citadel,34
Urborg,627
