names,edhrec
Cellar Door,270
Cobbled Wings,976
Creepy Doll,1081
Demonmail Hauberk,437
Galvanic Juggernaut,12
Geistcatcher's Rig,16
Ghoulcaller's Bell,1080
Graveyard Shovel,20
Grimoire of the Dead,2809
Inquisitor's Flail,3039
Manor Gargoyle,174
Mask of Avacyn,4257
One-Eyed Scarecrow,504
Runechanter's Pike,1922
Sharpened Pitchfork,129
Silver-Inlaid Dagger,185
Traveler's Amulet,4973
Trepanation Blade,1919
Witchbane Orb,785
Wooden Stake,25
Clifftop Retreat,25766
Gavony Township,8690
Ghost Quarter,29931
Hinterland Harbor,33097
Isolated Chapel,30121
Kessig Wolf Run,11722
Moorland Haunt,787
Nephalia Drownyard,3517
Shimmering Grotto,1969
Stensia Bloodhall,289
Sulfur Falls,28810
Woodland Cemetery,29859
Plains,159479
Island,184369
Swamp,179010
Mountain,164066
Forest,172416
