names,edhrec
Overgrowth Elemental,651
Plummet,637
Pulse of Murasa,1181
Rabid Bite,1347
Season of Growth,2278
Sedge Scorpion,331
Shared Summons,5367
Shifting Ceratops,1062
Silverback Shaman,78
Thicket Crasher,837
Thrashing Brontodon,5817
Veil of Summer,9570
"Vivien, Arkbow Ranger",713
Voracious Hydra,3342
Vorstclaw,116
Wakeroot Elemental,255
Wolfkin Bond,221
Wolfrider's Saddle,195
Woodland Champion,525
Corpse Knight,3873
Creeping Trailblazer,957
Empyrean Eagle,1562
Ironroot Warlord,252
"Kaalia, Zenith Seeker",614
"Kethis, the Hidden Hand",983
"Kykar, Wind's Fury",1652
Lightning Stormkin,247
Moldervine Reclamation,5043
Ogre Siegebreaker,38
"Omnath, Locus of the Roil",774
Risen Reef,4975
Skyknight Vanguard,910
Tomebound Lich,1180
"Yarok, the Desecrated",1958
Anvilwrought Raptor,54
Bag of Holding,2607
Colossus Hammer,2895
Diamond Knight,239
Diviner's Lockbox,32
"Golos, Tireless Pilgrim",2390
Grafdigger's Cage,5614
Heart-Piercer Bow,137
Icon of Ancestry,5866
Manifold Key,4219
Marauder's Axe,265
Meteor Golem,10750
Mystic Forge,5653
Pattern Matcher,35
Prismite,352
Retributive Wand,107
Salvager of Ruin,630
Scuttlemutt,1956
Steel Overseer,2202
Stone Golem,24
Vial of Dragonfire,50
Bloodfell Caves,14125
Blossoming Sands,13543
Cryptic Caves,3175
Dismal Backwater,17209
Evolving Wilds,135080
Field of the Dead,11156
Jungle Hollow,16589
Lotus Field,5214
Rugged Highlands,10825
Scoured Barrens,18235
Swiftwater Cliffs,18371
Temple of Epiphany,18802
Temple of Malady,17513
Temple of Mystery,23314
Temple of Silence,19695
Temple of Triumph,18047
Thornwood Falls,17516
Tranquil Cove,15663
Wind-Scarred Crag,14532
Plains,157511
Island,182057
Swamp,176886
Mountain,161978
Forest,170170
"Rienne, Angel of Rebirth",377
"Ajani, Inspiring Leader",238
Goldmane Griffin,38
Savannah Sage,28
Twinblade Paladin,396
"Mu Yanling, Celestial Wind",55
Celestial Messenger,13
Waterkin Shaman,5
Yanling's Harbinger,15
"Sorin, Vampire Lord",136
Savage Gorger,64
Sorin's Guide,33
Thirsting Bloodlord,252
"Chandra, Flame's Fury",218
Chandra's Flame Wave,109
Pyroclastic Elemental,26
Wildfire Elemental,45
"Vivien, Nature's Avenger",150
Ethereal Elk,26
Gnarlback Rhino,100
Vivien's Crocodile,3
Angelic Guardian,445
Bastion Enforcer,37
Concordia Pegasus,80
Haazda Officer,20
Impassioned Orator,1071
Imperial Outrider,3
Ironclad Krovod,14
Prowling Caracal,42
Serra's Guardian,1032
Show of Valor,58
Siege Mastodon,17
Take Vengeance,238
Trusted Pegasus,99
Coral Merfolk,31
Phantom Warrior,272
Riddlemaster Sphinx,361
Snapping Drake,20
Bartizan Bats,13
Bogstomper,12
Dark Remedy,7
Disentomb,571
Gravewaker,383
Skeleton Archer,65
Sorin's Thirst,176
Vampire Opportunist,75
Walking Corpse,72
Engulfing Eruption,13
Fearless Halberdier,11
Goblin Assailant,48
Hostile Minotaur,58
Immortal Phoenix,123
Nimble Birdsticker,7
Rubblebelt Recluse,33
Shivan Dragon,802
Volcanic Dragon,238
Aggressive Mammoth,1610
Bristling Boar,61
Canopy Spider,171
Frilled Sandwalla,26
Oakenform,171
Prized Unicorn,173
Titanic Growth,645
Woodland Mystic,56
