names,edhrec
Smelt-Ward Minotaur,175
Street Riot,414
Sure Strike,829
Torch Courier,925
Wojek Bodyguard,89
Affectionate Indrik,107
Arboretum Elemental,166
Beast Whisperer,18602
Bounty of Might,499
Circuitous Route,12958
Crushing Canopy,538
Devkarin Dissident,31
District Guide,2041
Generous Stray,422
Golgari Raiders,369
Grappling Sundew,312
Hatchery Spider,832
Hitchclaw Recluse,177
Ironshell Beetle,190
Kraul Foragers,225
Kraul Harpooner,637
Might of the Masses,735
Nullhide Ferox,198
Pack's Favor,54
Pause for Reflection,292
Pelt Collector,1254
Portcullis Vine,616
Prey Upon,2000
Siege Wurm,193
Sprouting Renewal,330
Urban Utopia,697
Vigorspore Wurm,173
Vivid Revival,272
Wary Okapi,16
Wild Ceratok,17
Artful Takedown,106
Assassin's Trophy,17867
"Aurelia, Exemplar of Justice",1631
Beacon Bolt,1346
Beamsplitter Mage,177
Boros Challenger,316
Camaraderie,2984
Centaur Peacemaker,66
Chance for Glory,1110
Charnel Troll,99
Conclave Cavalier,778
Conclave Guildmage,436
Crackling Drake,2456
Darkblade Agent,97
Deafening Clarion,1348
Dimir Spybug,235
Disinformation Campaign,597
"Emmara, Soul of the Accord",1437
Erstwhile Trooper,54
"Etrata, the Silencer",1524
Firemind's Research,1959
Garrison Sergeant,67
Glowspore Shaman,2416
Goblin Electromancer,9909
Golgari Findbroker,3627
Hammer Dropper,156
House Guildmage,503
Hypothesizzle,318
Ionize,2531
"Izoni, Thousand-Eyed",4548
Join Shields,843
Justice Strike,675
Knight of Autumn,4779
"Lazav, the Multifarious",1596
League Guildmage,490
Ledev Champion,303
Legion Guildmage,128
March of the Multitudes,2488
Mnemonic Betrayal,2398
Molderhulk,975
Nightveil Predator,816
"Niv-Mizzet, Parun",8012
Notion Rain,2804
Ochran Assassin,599
"Ral, Izzet Viceroy",2006
Rhizome Lurcher,557
Rosemane Centaur,67
Skyknight Legionnaire,831
Sonic Assault,157
Sumala Woodshaper,230
Swarm Guildmage,241
Swathcutter Giant,208
Swiftblade Vindicator,972
"Tajic, Legion's Edge",1826
Thief of Sanity,4252
Thought Erasure,769
Thousand-Year Storm,6769
Trostani Discordant,2369
Truefire Captain,841
Undercity Uprising,264
Underrealm Lich,7877
Unmoored Ego,102
"Vraska, Golgari Queen",4390
Wee Dragonauts,793
Worldsoul Colossus,261
Fresh-Faced Recruit,67
Piston-Fist Cyclops,71
Pitiless Gorgon,141
Vernadi Shieldmate,79
Whisper Agent,192
Assure,367
Connive,1801
Discovery,2149
Expansion,6631
Find,2571
Flower,567
Integrity,458
Invert,861
Response,1891
Status,1168
Boros Locket,3274
Chamber Sentry,87
Chromatic Lantern,66199
Dimir Locket,3905
Gatekeeper Gargoyle,122
Glaive of the Guildpact,257
Golgari Locket,1870
Izzet Locket,5267
Rampaging Monument,115
Selesnya Locket,1674
Silent Dart,38
Wand of Vertebrae,619
Boros Guildgate,14348
Dimir Guildgate,15207
Golgari Guildgate,15309
Guildmages' Forum,2986
Izzet Guildgate,17152
Overgrown Tomb,48497
Sacred Foundry,37467
Selesnya Guildgate,13681
Steam Vents,42421
Temple Garden,42124
Watery Grave,51475
"Ral, Caller of Storms",339
Ral's Dispersal,55
Precision Bolt,39
Ral's Staticaster,29
"Vraska, Regal Gorgon",270
Kraul Raider,10
Attendant of Vraska,31
Vraska's Stoneglare,81
Impervious Greatwurm,1511
