names,edhrec
Duplicant,13546
Duskworker,7
Elf Replica,68
Empyrial Plate,1199
Extraplanar Lens,8241
Farsight Mask,524
Fireshrieker,8607
Frogmite,320
Galvanic Key,116
Gate to the Aether,1141
Gilded Lotus,48906
Goblin Charbelcher,1180
Goblin Dirigible,1
Goblin Replica,42
Goblin War Wagon,4
Gold Myr,2685
Golem-Skin Gauntlets,1592
Granite Shard,14
Grid Monitor,729
Heartwood Shard,18
Hematite Golem,9
Icy Manipulator,1090
Iron Myr,5925
Isochron Scepter,18638
Jinxed Choker,476
Krark's Thumb,1439
Leaden Myr,3731
Leonin Bladetrap,42
Leonin Scimitar,313
Leonin Sun Standard,179
Leveler,561
Liar's Pendulum,128
Lifespark Spellbomb,163
Lightning Coils,533
Lightning Greaves,109349
Lodestone Myr,489
Loxodon Warhammer,15170
Malachite Golem,3
Mask of Memory,5700
Mesmeric Orb,2814
Mind's Eye,10122
Mindslaver,4056
Mindstorm Crown,59
Mirror Golem,50
Mourner's Shield,47
Myr Adapter,129
Myr Enforcer,613
Myr Incubator,221
Myr Mindservant,209
Myr Prototype,35
Myr Retriever,9907
Necrogen Spellbomb,341
Needlebug,6
Neurok Hoversail,434
Nightmare Lash,1088
Nim Replica,6
Nuisance Engine,420
Oblivion Stone,7145
Omega Myr,99
Ornithopter,6579
Pearl Shard,4
Pentavus,1785
Pewter Golem,3
Platinum Angel,6476
Power Conduit,619
Proteus Staff,1622
Psychogenic Probe,79
Pyrite Spellbomb,1296
Quicksilver Fountain,1012
Rust Elemental,704
Rustspore Ram,6
Scale of Chiss-Goria,224
Scrabbling Claws,1530
Sculpting Steel,4525
Scythe of the Wretched,780
Serum Tank,183
Silver Myr,4865
Skeleton Shard,236
Slagwurm Armor,1764
Soldier Replica,7
Solemn Simulacrum,74561
Soul Foundry,1798
Spellweaver Helix,0
Steel Wall,1434
Sun Droplet,1242
Sunbeam Spellbomb,444
Sword of Kaldra,1956
Synod Sanctum,550
Talisman of Dominance,18323
Talisman of Impulse,3387
Talisman of Indulgence,13645
Talisman of Progress,11462
Talisman of Unity,3246
Tanglebloom,20
Tangleroot,160
Tel-Jilad Stylus,765
Thought Prison,98
Timesifter,825
Titanium Golem,2
Tooth of Chiss-Goria,233
Tower of Champions,13
Tower of Eons,53
Tower of Fortunes,902
Tower of Murmurs,34
Triskelion,5181
Viridian Longbow,1613
Vorrac Battlehorns,1484
Vulshok Battlegear,94
Vulshok Gauntlets,37
Welding Jar,2465
Wizard Replica,110
Worldslayer,1906
Yotian Soldier,39
Ancient Den,7863
Blinkmoth Well,686
Cloudpost,275
Glimmervoid,1516
Great Furnace,12458
Seat of the Synod,16739
Stalking Stones,449
Tree of Tales,2162
Vault of Whispers,8252
