names,edhrec
Rosethorn Acolyte,426
Rosethorn Halberd,69
Sporecap Spider,340
"Syr Faren, the Hengehammer",272
Tall as a Beanstalk,92
Trail of Crumbs,145
Tuinvale Treefolk,129
Wicked Wolf,177
Wildborn Preserver,783
Wildwood Tracker,43
Wolf's Quarry,134
"Yorvo, Lord of Garenbrig",728
Dance of the Manse,2383
Doom Foretold,485
Drown in the Loch,3854
Escape to the Wilds,1055
Faeburrow Elder,7275
"Garruk, Cursed Huntsman",1999
"Grumgully, the Generous",1240
Improbable Alliance,725
Inspiring Veteran,1174
Lochmere Serpent,325
Maraleaf Pixie,1352
"Oko, Thief of Crowns",3601
Outlaws' Merriment,1050
The Royal Scions,1135
Savvy Hunter,555
Shinechaser,339
Steelclaw Lance,345
Stormfist Crusader,1528
Wandermare,30
Wintermoor Commander,1103
Arcanist's Owl,751
Covetous Urge,264
Deathless Knight,78
Elite Headhunter,93
Fireborn Knight,260
Loch Dragon,92
Oakhame Ranger,153
Rampart Smasher,28
Resolute Rider,163
Thunderous Snapper,218
Clockwork Servant,98
Crashing Drawbridge,2978
Enchanted Carriage,235
Gingerbrute,1077
Golden Egg,1228
Henge Walker,36
Heraldic Banner,5040
Inquisitive Puppet,133
Jousting Dummy,218
Locthwain Gargoyle,53
Lucky Clover,82
Prophet of the Peak,56
Roving Keep,38
Scalding Cauldron,43
Shambling Suit,455
Signpost Scarecrow,221
Sorcerer's Broom,135
Sorcerous Spyglass,1097
Spinning Wheel,765
Stonecoil Serpent,2663
Weapon Rack,123
Witch's Oven,1440
Castle Ardenvale,4383
Castle Embereth,3694
Castle Garenbrig,5932
Castle Locthwain,6667
Castle Vantress,7245
Dwarven Mine,1666
Fabled Passage,13969
Gingerbread Cabin,819
Idyllic Grange,1111
Mystic Sanctuary,12363
Tournament Grounds,1429
Witch's Cottage,5255
"Kenrith, the Returned King",910
"Rowan, Fearless Sparkmage",140
Garrison Griffin,19
Rowan's Battleguard,20
Rowan's Stalwarts,32
"Oko, the Trickster",227
Oko's Accomplices,3
Bramblefort Fink,5
Oko's Hospitality,19
Mace of the Valiant,1773
Silverwing Squadron,1277
Faerie Formation,1030
Shimmer Dragon,1518
Workshop Elders,262
Chittering Witch,1718
Taste of Death,537
Embereth Skyblazer,434
Steelbane Hydra,2443
Thorn Mammoth,1236
"Alela, Artful Provocateur",619
Banish into Fable,310
"Chulane, Teller of Tales",1105
Gluttonous Troll,474
Knights' Charge,1371
"Korvold, Fae-Cursed King",1185
"Syr Gwyn, Hero of Ashvale",359
Arcane Signet,51005
Tome of Legends,2053
Command Tower,242174
