names,edhrec
Spring,843
Prepare,123
Failure,201
Rags,1212
Cut,2529
Heaven,742
Bontu's Monument,9948
Edifice of Authority,271
Embalmer's Tools,751
Gate to the Afterlife,1411
Hazoret's Monument,4630
Honed Khopesh,324
Kefnet's Monument,2377
Luxa River Shrine,177
Oketra's Monument,8623
Oracle's Vault,2334
Pyramid of the Pantheon,2444
Rhonas's Monument,7023
Throne of the God-Pharaoh,9188
Watchers of the Dead,479
Canyon Slough,10981
Cascading Cataracts,9967
Cradle of the Accursed,1026
Fetid Pools,13310
Grasping Dunes,1596
Irrigated Farmland,13539
Painted Bluffs,1164
Scattered Groves,12058
Sheltered Thicket,11516
Sunscorched Desert,2556
"Gideon, Martial Paragon",615
Companion of the Trials,29
Gideon's Resolve,158
Graceful Cat,30
"Liliana, Death Wielder",1249
Desiccated Naga,54
Liliana's Influence,1026
Tattered Mummy,781
Submerged Boneyard,5281
Tranquil Expanse,4453
